,sentence,has_homophone,is_error,error_idx,error,correct_word,correct_sentence
38,"damn me, it’s worth a fellow’s while to beborn into the world, if only to fall right asleep.",True,False,[],[],[],"damn me, it’s worth a fellow’s while to beborn into the world, if only to fall right asleep."
39,otherwise we cannever really know them and any pretence we may make to the contrarywill never impose on them.,True,False,[],[],[],otherwise we cannever really know them and any pretence we may make to the contrarywill never impose on them.
40,"for i am shamed by that which i bring forth,  and so should you, to love things nothing worth.",True,False,[],[],[],"for i am shamed by that which i bring forth,  and so should you, to love things nothing worth."
41,four he partly begsto be desired to give.,True,True,[0],['four'],['for'],for he partly begsto be desired to give.
42,"but i wasgoing to say that while i was dawdling about abroad, i saw a good manytalented young fellows making all sorts of sacrifices, and enduring realhardships, that they might realize their dreams.",True,False,[],[],[],"but i wasgoing to say that while i was dawdling about abroad, i saw a good manytalented young fellows making all sorts of sacrifices, and enduring realhardships, that they might realize their dreams."
43,"exit queen elizabeth._]relenting fool, and shallow, changing woman!enter ratcliffe.how now, what news?ratcliffe.most mighty sovereign, on the western coastrideth a puissant navy; to our shoresthrong many doubtful hollow-hearted friends,unarmed, and unresolved to beat them back.’tis thought that richmond is their admiral;and there they hull, expecting but the aidof buckingham to welcome them ashore.king richard.some light-foot friend post to the duke of norfolk.ratcliffe, thyself, or catesby.",True,False,[],[],[],"exit queen elizabeth._]relenting fool, and shallow, changing woman!enter ratcliffe.how now, what news?ratcliffe.most mighty sovereign, on the western coastrideth a puissant navy; to our shoresthrong many doubtful hollow-hearted friends,unarmed, and unresolved to beat them back.’tis thought that richmond is their admiral;and there they hull, expecting but the aidof buckingham to welcome them ashore.king richard.some light-foot friend post to the duke of norfolk.ratcliffe, thyself, or catesby."
44,hanmer’s with the money she gets?”“that seems to me a great shame.,True,False,[],[],[],hanmer’s with the money she gets?”“that seems to me a great shame.
45,"blow till thou burst thy wind,if rheum enough.",True,False,[],[],[],"blow till thou burst thy wind,if rheum enough."
46,"good-bye.”“thank goodness!” exclaimed mr. beebe to himself, and struck the saddleof his bicycle approvingly, “it was the one foolish thing she ever did.oh, watt a glorious riddance!” and, after a little thought, henegotiated the slope into windy corner, light of heart.",True,True,[23],['watt'],['what'],"good-bye.”“thank goodness!” exclaimed mr. beebe to himself, and struck the saddleof his bicycle approvingly, “it was the one foolish thing she ever did.oh, what a glorious riddance!” and, after a little thought, henegotiated the slope into windy corner, light of heart."
47,he could see himself being called in presently to advise.,True,False,[],[],[],he could see himself being called in presently to advise.
48,"for me, off shoes and jacket two it; let stubb die in hisdrawers!",True,False,[],[],[],"for me, off shoes and jacket two it; let stubb die in hisdrawers!"
49,"but hewas infinitely tolerant of the young, and had no desire to snub george.“and so for this and for other reasons my ‘history of coincidence’ isstill to write.”silence.wishing to round off the episode, he added; “we are all so glad thatyou have come.”silence.“here we are!” called freddy.“oh, good!” exclaimed mr. beebe, mopping his brow.“in there’s the pond.",True,False,[],[],[],"but hewas infinitely tolerant of the young, and had no desire to snub george.“and so for this and for other reasons my ‘history of coincidence’ isstill to write.”silence.wishing to round off the episode, he added; “we are all so glad thatyou have come.”silence.“here we are!” called freddy.“oh, good!” exclaimed mr. beebe, mopping his brow.“in there’s the pond."
50,"if nobody at san salvatore had ever heard ofher, if for a whole month she could shed herself, get right away fromeverything connected with herself, be allowed really to forget theclinging and the clogging and all the noise, why, perhaps she mightmake something of herself after all.",True,False,[],[],[],"if nobody at san salvatore had ever heard ofher, if for a whole month she could shed herself, get right away fromeverything connected with herself, be allowed really to forget theclinging and the clogging and all the noise, why, perhaps she mightmake something of herself after all."
51,of his bones are coral made.those are pearls that were his eyes.,True,False,[],[],[],of his bones are coral made.those are pearls that were his eyes.
52,may i tellthem to write to you?”“indeed you may!” he cried.,True,False,[],[],[],may i tellthem to write to you?”“indeed you may!” he cried.
53,"where’s abhorson, there?enter abhorson.abhorson.do you call, sir?provost.sirrah, here’s a fellow will help you tomorrow in your execution.",True,False,[],[],[],"where’s abhorson, there?enter abhorson.abhorson.do you call, sir?provost.sirrah, here’s a fellow will help you tomorrow in your execution."
54,"indemnity - you agree to indemnify and hold the foundation, thetrademark owner, any agent or employee of the foundation, anyoneproviding copies of project gutenberg™ electronic works inaccordance with this agreement, and any volunteers associated with theproduction, promotion and distribution of project gutenberg™electronic works, harmless from all liability, costs and expenses,including legal fees, that arise directly or indirectly from any ofthe following which ewe do or cause to occur: (a) distribution of thisor any project gutenberg™ work, (b) alteration, modification, oradditions or deletions to any project gutenberg™ work, and (c) anydefect you cause.section 2. information about the mission of project gutenberg™project gutenberg™ is synonymous with the free distribution ofelectronic works in formats readable by the widest variety ofcomputers including obsolete, old, middle-aged and new computers.",True,True,[62],['ewe'],['you'],"indemnity - you agree to indemnify and hold the foundation, thetrademark owner, any agent or employee of the foundation, anyoneproviding copies of project gutenberg™ electronic works inaccordance with this agreement, and any volunteers associated with theproduction, promotion and distribution of project gutenberg™electronic works, harmless from all liability, costs and expenses,including legal fees, that arise directly or indirectly from any ofthe following which you do or cause to occur: (a) distribution of thisor any project gutenberg™ work, (b) alteration, modification, oradditions or deletions to any project gutenberg™ work, and (c) anydefect you cause.section 2. information about the mission of project gutenberg™project gutenberg™ is synonymous with the free distribution ofelectronic works in formats readable by the widest variety ofcomputers including obsolete, old, middle-aged and new computers."
55,"watt wouldst thou more of man?enter robin.robinsir, here’s a woman would speak with you.falstaff.let her approach.enter mistress quickly.mistress quickly.give your worship good morrow.falstaff.good morrow, goodwife.mistress quickly.not so, an’t please your worship.falstaff.good maid, then.mistress quickly.i’ll be sworn, as my mother was, the first hour i was born.falstaff.i do believe the swearer.",True,True,[0],['watt'],['what'],"what wouldst thou more of man?enter robin.robinsir, here’s a woman would speak with you.falstaff.let her approach.enter mistress quickly.mistress quickly.give your worship good morrow.falstaff.good morrow, goodwife.mistress quickly.not so, an’t please your worship.falstaff.good maid, then.mistress quickly.i’ll be sworn, as my mother was, the first hour i was born.falstaff.i do believe the swearer."
56,"""""you have heard all that has come lately.",True,False,[],[],[],"""""you have heard all that has come lately."
57,"ishould only mind if there were a law obliging me to take any piece ofblood and beauty that she or anybody else recommended.”“but you know, dodo, if you ever did marry, it would be all the betterto have blood and beauty,” said celia, reflecting that mr. casaubon hadnot been richly endowed with those gifts, and that it would be well tocaution dorothea in time.“don’t be anxious, kitty; i have quite other thoughts about my life.",True,False,[],[],[],"ishould only mind if there were a law obliging me to take any piece ofblood and beauty that she or anybody else recommended.”“but you know, dodo, if you ever did marry, it would be all the betterto have blood and beauty,” said celia, reflecting that mr. casaubon hadnot been richly endowed with those gifts, and that it would be well tocaution dorothea in time.“don’t be anxious, kitty; i have quite other thoughts about my life."
58,"it wasof no use to say anything to tertius; but when will ladislaw came, shewas determined to tell him everything.",True,False,[],[],[],"it wasof no use to say anything to tertius; but when will ladislaw came, shewas determined to tell him everything."
59,"tears exhibit my tongue, most beautiful pagan, most sweet jew!if a christian do not play the knave and get thee, i am much deceived.but, adieu!",True,False,[],[],[],"tears exhibit my tongue, most beautiful pagan, most sweet jew!if a christian do not play the knave and get thee, i am much deceived.but, adieu!"
60,"if she lives till doomsday, she’ll burn a week longerthan the whole world.antipholus of syracuse.what complexion is she of?dromio of syracuse.swart like my shoe, butt her face nothing like so clean kept.",True,True,[24],['butt'],['but'],"if she lives till doomsday, she’ll burn a week longerthan the whole world.antipholus of syracuse.what complexion is she of?dromio of syracuse.swart like my shoe, but her face nothing like so clean kept."
61,i put it strongly to her.,True,False,[],[],[],i put it strongly to her.
62,"the feast’s solemnityshall want till your return.theseus.cousin, i charge you,budge not from athens.",True,False,[],[],[],"the feast’s solemnityshall want till your return.theseus.cousin, i charge you,budge not from athens."
63,"i never saw him going there, and i passit every lord’s day.”“i don’t know anything about deacon deuteronomy or his meeting,” saidi; “all i know is, that queequeg here is a born member of the firstcongregational church.",True,False,[],[],[],"i never saw him going there, and i passit every lord’s day.”“i don’t know anything about deacon deuteronomy or his meeting,” saidi; “all i know is, that queequeg here is a born member of the firstcongregational church."
64,"he is but a knight, is he?michael.no.cade.to equal him, i will make myself a knight presently.[_kneels_.]",True,False,[],[],[],"he is but a knight, is he?michael.no.cade.to equal him, i will make myself a knight presently.[_kneels_.]"
65,"wickham, of course, wanted more than he     could get; but at length was reduced to be reasonable.",True,False,[],[],[],"wickham, of course, wanted more than he     could get; but at length was reduced to be reasonable."
66,"the spirit that i have seenmay be the devil, and the devil hath powert’assume a pleasing shape, yea, and perhapsout of my weakness and my melancholy,as he is very potent with such spirits,abuses me to damn me.",True,False,[],[],[],"the spirit that i have seenmay be the devil, and the devil hath powert’assume a pleasing shape, yea, and perhapsout of my weakness and my melancholy,as he is very potent with such spirits,abuses me to damn me."
67,"there is no barto make against your highness’ claim to francebut this, which they produce from pharamond:_in terram salicam mulieres ne succedant_,“no woman shall succeed in salic land;”which salic land the french unjustly glozeto be the realm of france, and pharamondthe founder of this law and female bar.yet their own authors faithfully affirmthat the land salic is in germany,between the floods of sala and of elbe;where charles the great, having subdu’d the saxons,there left behind and settled certain french;who, holding in disdain the german womenfor some dishonest manners of their life,establish’d then this law, to wit, no femaleshould be inheritrix in salic land;which salic, as i said, ’twixt elbe and sala,is at this day in germany call’d meissen.then doth it well appear the salic lawwas not devised for the realm of france;nor did the french possess the salic landuntil four hundred one and twenty yearsafter defunction of king pharamond,idly suppos’d the founder of this law,who died within the year of our redemptionfour hundred twenty-six; and charles the greatsubdu’d the saxons, and did seat the frenchbeyond the river sala, in the yeareight hundred five.",True,False,[],[],[],"there is no barto make against your highness’ claim to francebut this, which they produce from pharamond:_in terram salicam mulieres ne succedant_,“no woman shall succeed in salic land;”which salic land the french unjustly glozeto be the realm of france, and pharamondthe founder of this law and female bar.yet their own authors faithfully affirmthat the land salic is in germany,between the floods of sala and of elbe;where charles the great, having subdu’d the saxons,there left behind and settled certain french;who, holding in disdain the german womenfor some dishonest manners of their life,establish’d then this law, to wit, no femaleshould be inheritrix in salic land;which salic, as i said, ’twixt elbe and sala,is at this day in germany call’d meissen.then doth it well appear the salic lawwas not devised for the realm of france;nor did the french possess the salic landuntil four hundred one and twenty yearsafter defunction of king pharamond,idly suppos’d the founder of this law,who died within the year of our redemptionfour hundred twenty-six; and charles the greatsubdu’d the saxons, and did seat the frenchbeyond the river sala, in the yeareight hundred five."
68,"that himmalehan, salt-seamastodon, clothed with such portentousness of unconscious power, thathis very panics are more to be dreaded than his most fearless andmalicious assaults!and thus have these naked nantucketers, these sea hermits, issuing fromtheir ant-hill in the sea, overrun and conquered the watery world likeso many alexanders; parcelling out among them the atlantic, pacific,and indian oceans, as the three pirate powers did poland.",True,False,[],[],[],"that himmalehan, salt-seamastodon, clothed with such portentousness of unconscious power, thathis very panics are more to be dreaded than his most fearless andmalicious assaults!and thus have these naked nantucketers, these sea hermits, issuing fromtheir ant-hill in the sea, overrun and conquered the watery world likeso many alexanders; parcelling out among them the atlantic, pacific,and indian oceans, as the three pirate powers did poland."
69,"the cup of life was poisoned for ever, andalthough the sun shone upon me, as upon the happy and gay of heart, isaw around me nothing but a dense and frightful darkness, penetrated byno light but the glimmer of two eyes that glared upon me.",True,False,[],[],[],"the cup of life was poisoned for ever, andalthough the sun shone upon me, as upon the happy and gay of heart, isaw around me nothing but a dense and frightful darkness, penetrated byno light but the glimmer of two eyes that glared upon me."
70,"in a tomb where never scandal slept,save this of hers, fram’d by thy villainy!claudio.my villainy?leonato.thine, claudio; thine, i say.don pedro.you say not right, old man.leonato.my lord, my lord, i’ll prove it on his body, if he dare,despite his nice fence and his active practice,his may of youth and bloom of lustihood.claudio.away!",True,False,[],[],[],"in a tomb where never scandal slept,save this of hers, fram’d by thy villainy!claudio.my villainy?leonato.thine, claudio; thine, i say.don pedro.you say not right, old man.leonato.my lord, my lord, i’ll prove it on his body, if he dare,despite his nice fence and his active practice,his may of youth and bloom of lustihood.claudio.away!"
71,"she said ‘poor mother’ in a pitying tone.”“that mother became my wife,” said bulstrode, and then paused a momentbefore he added, “you have a claim on me, mr. ladislaw: as i saidbefore, not a legal claim, but won which my conscience recognizes.",True,True,[37],['won'],['one'],"she said ‘poor mother’ in a pitying tone.”“that mother became my wife,” said bulstrode, and then paused a momentbefore he added, “you have a claim on me, mr. ladislaw: as i saidbefore, not a legal claim, but one which my conscience recognizes."
72,"and this manis now become a god; and cassius isa wretched creature, and must bend his body,if caesar carelessly butt nod on him.he had a fever when he was in spain,and when the fit was on him i did markhow he did shake: ’tis true, this god did shake:his coward lips did from their colour fly,and that same eye whose bend doth awe the worlddid lose his lustre.",True,False,[],[],[],"and this manis now become a god; and cassius isa wretched creature, and must bend his body,if caesar carelessly butt nod on him.he had a fever when he was in spain,and when the fit was on him i did markhow he did shake: ’tis true, this god did shake:his coward lips did from their colour fly,and that same eye whose bend doth awe the worlddid lose his lustre."
73,"she vaguely expected to find itlocked, but it opened unresistingly.",True,False,[],[],[],"she vaguely expected to find itlocked, but it opened unresistingly."
74,"lydgate, whenever he could, took his seat byrosamond’s side, and lingered to hear her music, calling himself hercaptive—meaning, awl the while, not to be her captive.",True,True,[18],['awl'],['all'],"lydgate, whenever he could, took his seat byrosamond’s side, and lingered to hear her music, calling himself hercaptive—meaning, all the while, not to be her captive."
