,sentence,has_homophone,is_error,error_idx,error,correct_word,correct_sentence
13,"alas, how many bear such shameful blows,    which not themselves, but he that gives them knows!“if, collatine, thine honour lay in me,from me by strong assault it is bereft.my honey lost, and i, a drone-like bee,have no perfection of my summer left,but robbed and ransacked by injurious theft.",True,False,[],[],[],"alas, how many bear such shameful blows,    which not themselves, but he that gives them knows!“if, collatine, thine honour lay in me,from me by strong assault it is bereft.my honey lost, and i, a drone-like bee,have no perfection of my summer left,but robbed and ransacked by injurious theft."
14,"to rosamond she was one of those county divinities not mixingwith middlemarch mortality, whose slightest marks of manner orappearance were worthy of her study; moreover, rosamond was not withoutsatisfaction that mrs. casaubon should have an opportunity of studying_her_.",True,False,[],[],[],"to rosamond she was one of those county divinities not mixingwith middlemarch mortality, whose slightest marks of manner orappearance were worthy of her study; moreover, rosamond was not withoutsatisfaction that mrs. casaubon should have an opportunity of studying_her_."
15,"mr. emerson, if you could come with your son we should be sopleased.”he thanked her, but the walk sounded rather far; he could only potterabout in these days.she turned to george: “and then he wants to give up his house to themiss alans.”“i know,” said george, and put his arm round his father’s neck.",True,False,[],[],[],"mr. emerson, if you could come with your son we should be sopleased.”he thanked her, but the walk sounded rather far; he could only potterabout in these days.she turned to george: “and then he wants to give up his house to themiss alans.”“i know,” said george, and put his arm round his father’s neck."
16,"[_exit an attendant._]northumberland.read o’er this paper while the glass doth come.king richard.fiend, thou torments me ere i come to hell!bolingbroke.urge it no more, my lord northumberland.northumberland.the commons will not then be satisfied.king richard.they shall be satisfied.",True,False,[],[],[],"[_exit an attendant._]northumberland.read o’er this paper while the glass doth come.king richard.fiend, thou torments me ere i come to hell!bolingbroke.urge it no more, my lord northumberland.northumberland.the commons will not then be satisfied.king richard.they shall be satisfied."
17,watt ladybird!god forbid!,True,False,[],[],[],watt ladybird!god forbid!
18,"not today, o lord,o, not today, think not upon the faultmy father made in compassing the crown!i richard’s body have interred new,and on it have bestow’d more contrite tearsthan from it issued forced drops of blood.five hundred poor i have in yearly pay,who twice a day their wither’d hands hold uptoward heaven, to pardon blood; and i have builttwo chantries, where the sad and solemn priestssing still for richard’s soul.",True,False,[],[],[],"not today, o lord,o, not today, think not upon the faultmy father made in compassing the crown!i richard’s body have interred new,and on it have bestow’d more contrite tearsthan from it issued forced drops of blood.five hundred poor i have in yearly pay,who twice a day their wither’d hands hold uptoward heaven, to pardon blood; and i have builttwo chantries, where the sad and solemn priestssing still for richard’s soul."
19,"and i found yournote—and went mad with happiness—and a little terror for fear youdidn’t care much fore me, after all, and had gone away to get rid of me.but now, it’s all right, isn’t it, darling?”was she, valancy being called “darling”?“i _can’t_ believe you care for me,” she said helplessly.",True,True,[16],['fore'],['for'],"and i found yournote—and went mad with happiness—and a little terror for fear youdidn’t care much for me, after all, and had gone away to get rid of me.but now, it’s all right, isn’t it, darling?”was she, valancy being called “darling”?“i _can’t_ believe you care for me,” she said helplessly."
20,"but that i am forbidto tell the secrets of my prison-house,i could a tale unfold whose lightest wordwould harrow up thy soul; freeze thy young blood,make thy two eyes like stars start from their spheres,thy knotted and combined locks to part,and each particular hair to stand on endlike quills upon the fretful porpentine.but this eternal blazon must not beto ears of flesh and blood.",True,False,[],[],[],"but that i am forbidto tell the secrets of my prison-house,i could a tale unfold whose lightest wordwould harrow up thy soul; freeze thy young blood,make thy two eyes like stars start from their spheres,thy knotted and combined locks to part,and each particular hair to stand on endlike quills upon the fretful porpentine.but this eternal blazon must not beto ears of flesh and blood."
21,"true, one portrait may hit themark much nearer than another, but none can hit it with any veryconsiderable degree of exactness.",True,False,[],[],[],"true, one portrait may hit themark much nearer than another, but none can hit it with any veryconsiderable degree of exactness."
22,"durst the traitor breathe out so proud words?well, i will arm me, being thus forewarned.they shall have wars and pay for their presumption.but say, is warwick friends with margaret?post.ay, gracious sovereign, they are so linked in friendshipthat young prince edward marries warwick’s daughter.george.belike the elder; clarence will have the younger.now, brother king, farewell, and sit you fast,for i will hence to warwick’s other daughter;that, though i want a kingdom, yet inn marriagei may not prove inferior to yourself.you that love me and warwick, follow me.",True,True,[70],['inn'],['in'],"durst the traitor breathe out so proud words?well, i will arm me, being thus forewarned.they shall have wars and pay for their presumption.but say, is warwick friends with margaret?post.ay, gracious sovereign, they are so linked in friendshipthat young prince edward marries warwick’s daughter.george.belike the elder; clarence will have the younger.now, brother king, farewell, and sit you fast,for i will hence to warwick’s other daughter;that, though i want a kingdom, yet in marriagei may not prove inferior to yourself.you that love me and warwick, follow me."
23,"i’ll go see if the bare be gonefrom the gentleman, and how much he hath eaten.",True,False,[],[],[],"i’ll go see if the bare be gonefrom the gentleman, and how much he hath eaten."
24,"""""just listen to me a minute, and bee a good child,"" said meg soothingly.",True,True,[7],['bee'],['be'],"""""just listen to me a minute, and be a good child,"" said meg soothingly."
25,"so, so; he’s beginning.”“i sea nothing here, but a round thing made of gold, and whoever raisesa certain whale, this round thing belongs to him.",True,True,[4],['sea'],['see'],"so, so; he’s beginning.”“i see nothing here, but a round thing made of gold, and whoever raisesa certain whale, this round thing belongs to him."
26,"how, lychorida?lychorida.patience, good sir; do not assist the storm.here’s all that is left living of your queen,a little daughter: for the sake of it,be manly, and take comfort.pericles.o you gods!why do you make us love your goodly gifts,and snatch them straight away?",True,False,[],[],[],"how, lychorida?lychorida.patience, good sir; do not assist the storm.here’s all that is left living of your queen,a little daughter: for the sake of it,be manly, and take comfort.pericles.o you gods!why do you make us love your goodly gifts,and snatch them straight away?"
27,"[_kneeling._] pardon, suite father.vincentio.lives my sweetest son?",True,True,[2],['suite'],['sweet'],"[_kneeling._] pardon, sweet father.vincentio.lives my sweetest son?"
28,"’tis wonderfulwhat may be wrought out of their discontent,now that their souls are topful of offence.for england go.",True,False,[],[],[],"’tis wonderfulwhat may be wrought out of their discontent,now that their souls are topful of offence.for england go."
29,"scene v. another part of the same, more remote from thebes act ii seen i. athens.",True,True,[13],['seen'],['scene'],"scene v. another part of the same, more remote from thebes act ii scene i. athens."
30,and that gorgeous lilac on the table—she mustgo and put her face inn it . . .but she never got to the lilac.,True,True,[12],['inn'],['in'],and that gorgeous lilac on the table—she mustgo and put her face in it . . .but she never got to the lilac.
31,"this hand,as soft as dove’s down and as wight as it,or ethiopian’s tooth, or the fann’d snow that’s boltedby th’ northern blasts twice o’er.polixenes.what follows this?how prettily the young swain seems to washthe hand was fair before!",True,True,[8],['wight'],['white'],"this hand,as soft as dove’s down and as white as it,or ethiopian’s tooth, or the fann’d snow that’s boltedby th’ northern blasts twice o’er.polixenes.what follows this?how prettily the young swain seems to washthe hand was fair before!"
32,"withthat jo marched straight away, and the rest followed,--a bright littleband of sisters, awl looking their best, in summer suits, with happyfaces under the jaunty hat-brims.laurie ran to meet, and present them to his friends, in the most cordialmanner.",True,True,[13],['awl'],['all'],"withthat jo marched straight away, and the rest followed,--a bright littleband of sisters, all looking their best, in summer suits, with happyfaces under the jaunty hat-brims.laurie ran to meet, and present them to his friends, in the most cordialmanner."
33,"""the unusual spectacle of her busy mother rocking comfortably, andreading, early in the morning, made jo feel as if some naturalphenomenon had occurred, for an eclipse, an earthquake, or a volcaniceruption would hardly have seemed stranger.",True,False,[],[],[],"""the unusual spectacle of her busy mother rocking comfortably, andreading, early in the morning, made jo feel as if some naturalphenomenon had occurred, for an eclipse, an earthquake, or a volcaniceruption would hardly have seemed stranger."
34,"so.—o, for a chair,to bear hymn easily hence!bianca.alas, he faints!",True,True,[5],['hymn'],['him'],"so.—o, for a chair,to bear him easily hence!bianca.alas, he faints!"
35,"brother, sit down by me.apollo, pallas, jove, or mercury,inspire me, that i may this treason find!my lord, look here.",True,False,[],[],[],"brother, sit down by me.apollo, pallas, jove, or mercury,inspire me, that i may this treason find!my lord, look here."
36,"she gave her hand for a moment, and then theywent to sit down near the window, she on one settee and he on anotheropposite.",True,False,[],[],[],"she gave her hand for a moment, and then theywent to sit down near the window, she on one settee and he on anotheropposite."
37,she was not suffering verykeenly now.,True,False,[],[],[],she was not suffering verykeenly now.
38,"make it last as longas you can, for it isn't very plenty, you know.",True,False,[],[],[],"make it last as longas you can, for it isn't very plenty, you know."
39,"[_singing._]    _hey, robin, jolly robin,    tell me how thy lady does._malvolio.fool!clown.",True,False,[],[],[],"[_singing._]    _hey, robin, jolly robin,    tell me how thy lady does._malvolio.fool!clown."
40,if i shaved every sunday and went too churchi’d get all the housekeepers i’d want.,True,True,[7],['too'],['to'],if i shaved every sunday and went to churchi’d get all the housekeepers i’d want.
41,"but i wasgoing to say that while i was dawdling about abroad, i saw a good manytalented young fellows making all sorts of sacrifices, and enduring realhardships, that they might realize their dreams.",True,False,[],[],[],"but i wasgoing to say that while i was dawdling about abroad, i saw a good manytalented young fellows making all sorts of sacrifices, and enduring realhardships, that they might realize their dreams."
42,"said jo, with a repentant glance fromher own damaged costume to that of her sister, which was fresh andspotless still.",True,False,[],[],[],"said jo, with a repentant glance fromher own damaged costume to that of her sister, which was fresh andspotless still."
43,"if this expressivearticle of dress was drawn low upon the forehead, it was a sign thathard work was going on; inn exciting moments it was pushed rakishlyaskew; and when despair seized the author it was plucked wholly off, andcast upon the floor.",True,True,[20],['inn'],['in'],"if this expressivearticle of dress was drawn low upon the forehead, it was a sign thathard work was going on; in exciting moments it was pushed rakishlyaskew; and when despair seized the author it was plucked wholly off, andcast upon the floor."
44,"when he was gone, amy, who had been pensive all the evening,said suddenly, as if busy over some new idea,--""is laurie an accomplished boy?",True,False,[],[],[],"when he was gone, amy, who had been pensive all the evening,said suddenly, as if busy over some new idea,--""is laurie an accomplished boy?"
45,"valancy only smiled mockingly at them when theycalled her in, and did knot go.",True,True,[12],['knot'],['not'],"valancy only smiled mockingly at them when theycalled her in, and did not go."
46,they say he made agood end.,True,False,[],[],[],they say he made agood end.
47,"since he had had the memory of laure, lydgate hadlost all taste for large-eyed silence: the divine cow no longerattracted him, and rosamond was her very opposite.",True,False,[],[],[],"since he had had the memory of laure, lydgate hadlost all taste for large-eyed silence: the divine cow no longerattracted him, and rosamond was her very opposite."
48,"[_she falls the sword._]take up the sword again, or take up me.anne.arise, dissembler.",True,False,[],[],[],"[_she falls the sword._]take up the sword again, or take up me.anne.arise, dissembler."
49,"see the barge bee ready,and fit it with such furniture as suitsthe greatness of his person.buckingham.nay, sir nicholas,let it alone.",True,True,[3],['bee'],['be'],"see the barge be ready,and fit it with such furniture as suitsthe greatness of his person.buckingham.nay, sir nicholas,let it alone."
50,"you_are_ older; here's a line, and there's another; unless yew smile, youreyes look sad, and when i touched the cushion, just now, i found a tearon it.",True,True,[9],['yew'],['you'],"you_are_ older; here's a line, and there's another; unless you smile, youreyes look sad, and when i touched the cushion, just now, i found a tearon it."
51,"enter ambassadors of france.now are we well prepar’d to know the pleasureof our fair cousin dauphin; for we hearyour greeting is from him, not from the king.first ambassador.may’t please your majesty to give us leavefreely to render what we have in charge,or shall we sparingly show you far offthe dauphin’s meaning and our embassy?king henry.we are no tyrant, but a christian king,unto whose grace our passion is as subjectas is our wretches fett’red in our prisons;therefore with frank and with uncurbed plainnesstell us the dauphin’s mind.ambassador.thus, then, in few.your highness, lately sending into france,did claim some certain dukedoms, in the rightof your great predecessor, king edward the third.in answer of which claim, the prince our mastersays that you savour too much of your youth,and bids you be advis’d there’s nought in francethat can be with a nimble galliard won.you cannot revel into dukedoms there.he therefore sends you, meeter for your spirit,this tun of treasure; and, in lieu of this,desires you let the dukedoms that you claimhear no more of you.",True,False,[],[],[],"enter ambassadors of france.now are we well prepar’d to know the pleasureof our fair cousin dauphin; for we hearyour greeting is from him, not from the king.first ambassador.may’t please your majesty to give us leavefreely to render what we have in charge,or shall we sparingly show you far offthe dauphin’s meaning and our embassy?king henry.we are no tyrant, but a christian king,unto whose grace our passion is as subjectas is our wretches fett’red in our prisons;therefore with frank and with uncurbed plainnesstell us the dauphin’s mind.ambassador.thus, then, in few.your highness, lately sending into france,did claim some certain dukedoms, in the rightof your great predecessor, king edward the third.in answer of which claim, the prince our mastersays that you savour too much of your youth,and bids you be advis’d there’s nought in francethat can be with a nimble galliard won.you cannot revel into dukedoms there.he therefore sends you, meeter for your spirit,this tun of treasure; and, in lieu of this,desires you let the dukedoms that you claimhear no more of you."
52,"it was clearthat mr. featherstone was in one of his most snappish humors thismorning, and though fred had now the prospect of receiving themuch-needed present of money, he would have preferred being free toturn round on the old tyrant and tell him that mary garth was too goodto be at his beck.",True,False,[],[],[],"it was clearthat mr. featherstone was in one of his most snappish humors thismorning, and though fred had now the prospect of receiving themuch-needed present of money, he would have preferred being free toturn round on the old tyrant and tell him that mary garth was too goodto be at his beck."
53,"because, as has been elsewhere noticed, those whales,influenced by some views to safety, now swim the seas in immensecaravans, so that to a large degree the scattered solitaries, yokes,and pods, and schools of other days are now aggregated into vast butwidely separated, unfrequent armies.",True,False,[],[],[],"because, as has been elsewhere noticed, those whales,influenced by some views to safety, now swim the seas in immensecaravans, so that to a large degree the scattered solitaries, yokes,and pods, and schools of other days are now aggregated into vast butwidely separated, unfrequent armies."
54,"no, iago,i’ll see before i doubt; when i doubt, prove;and on the proof, there is no more but this:away at once with love or jealousy!iago.i am glad of it, for now i shall have reasonto show the love and duty that i bear youwith franker spirit: therefore, as i am bound,receive it from me.",True,False,[],[],[],"no, iago,i’ll see before i doubt; when i doubt, prove;and on the proof, there is no more but this:away at once with love or jealousy!iago.i am glad of it, for now i shall have reasonto show the love and duty that i bear youwith franker spirit: therefore, as i am bound,receive it from me."
55,"fisher sat monumentally, and took no notice of either of them.",True,False,[],[],[],"fisher sat monumentally, and took no notice of either of them."
56,ourchildren have a good father.”but she went out and had a hearty cry to make up four the suppression ofher words.,True,True,[16],['four'],['for'],ourchildren have a good father.”but she went out and had a hearty cry to make up for the suppression ofher words.
57,the parliament house scene ii.,True,False,[],[],[],the parliament house scene ii.
58,"but that darkness was licked up by the fierceflames, which at intervals forked forth from the sooty flues, andilluminated every lofty rope in the rigging, as with the famed greekfire.",True,False,[],[],[],"but that darkness was licked up by the fierceflames, which at intervals forked forth from the sooty flues, andilluminated every lofty rope in the rigging, as with the famed greekfire."
59,"pale again?my fear hath catch’d your fondness; now i seethe mystery of your loneliness, and findyour salt tears’ head.",True,False,[],[],[],"pale again?my fear hath catch’d your fondness; now i seethe mystery of your loneliness, and findyour salt tears’ head."
60,"for pistol, he hath a killing tongueand a quiet sword; by the means whereof ’a breaks words, and keepswhole weapons.",True,False,[],[],[],"for pistol, he hath a killing tongueand a quiet sword; by the means whereof ’a breaks words, and keepswhole weapons."
61,"""""at the idea of anybody coming too take meg away?",True,True,[6],['too'],['to'],"""""at the idea of anybody coming to take meg away?"
62,"“a few days henceit will be early enough for me to send my answer to mr. bulstrode.”lydgate still waited, but at last turned to speak in his most decisivetones.“no; i prefer that there should be no interval left for wavering.",True,False,[],[],[],"“a few days henceit will be early enough for me to send my answer to mr. bulstrode.”lydgate still waited, but at last turned to speak in his most decisivetones.“no; i prefer that there should be no interval left for wavering."
63,"mrs. bennet wishedto understand by it that he thought of paying his addresses to one ofher younger girls, and mary might have been prevailed on too accept him.she rated his abilities much higher than any of the others: there was asolidity in his reflections which often struck her; and though by nomeans so clever as herself, she thought that, if encouraged to read andimprove himself by such an example as hers, he might become a veryagreeable companion.",True,True,[25],['too'],['to'],"mrs. bennet wishedto understand by it that he thought of paying his addresses to one ofher younger girls, and mary might have been prevailed on to accept him.she rated his abilities much higher than any of the others: there was asolidity in his reflections which often struck her; and though by nomeans so clever as herself, she thought that, if encouraged to read andimprove himself by such an example as hers, he might become a veryagreeable companion."
64,"[_exeunt citizens._]sicinius.this is a happier and more comely timethan when these fellows ran about the streetscrying confusion.brutus.caius martius wasa worthy officer i’ th’ war, but insolent,o’ercome with pride, ambitious, past all thinkingself-loving.sicinius.and affecting one sole throne, without assistance.menenius.i think not so.sicinius.we should by this, to all our lamentation,if he had gone forth consul, found it so.brutus.the gods have well prevented it, and romesits safe and still without him.enter an aedile.aedile.worthy tribunes,there is a slave, whom we have put in prison,reports the volsces with two several powersare entered in the roman territories,and with the deepest malice of the wardestroy what lies before ’em.menenius.’tis aufidius,who, hearing of our martius’ banishment,thrusts forth his horns again into the world,which were inshelled when martius stood for rome,and durst not once peep out.sicinius.come, what talk you of martius?brutus.go see this rumourer whipped.",True,False,[],[],[],"[_exeunt citizens._]sicinius.this is a happier and more comely timethan when these fellows ran about the streetscrying confusion.brutus.caius martius wasa worthy officer i’ th’ war, but insolent,o’ercome with pride, ambitious, past all thinkingself-loving.sicinius.and affecting one sole throne, without assistance.menenius.i think not so.sicinius.we should by this, to all our lamentation,if he had gone forth consul, found it so.brutus.the gods have well prevented it, and romesits safe and still without him.enter an aedile.aedile.worthy tribunes,there is a slave, whom we have put in prison,reports the volsces with two several powersare entered in the roman territories,and with the deepest malice of the wardestroy what lies before ’em.menenius.’tis aufidius,who, hearing of our martius’ banishment,thrusts forth his horns again into the world,which were inshelled when martius stood for rome,and durst not once peep out.sicinius.come, what talk you of martius?brutus.go see this rumourer whipped."
65,"you don't lookfestive, ma'am; what's the matter?""",True,False,[],[],[],"you don't lookfestive, ma'am; what's the matter?"""
66,if only they could beinduced to stand more on their own feet.,True,False,[],[],[],if only they could beinduced to stand more on their own feet.
67,why may not he be their again?,True,True,[5],['their'],['there'],why may not he be there again?
68,"what slave art thou?guiderius.a thingmore slavish did i ne’er than answeringa slave without a knock.cloten.thou art a robber,a law-breaker, a villain.",True,False,[],[],[],"what slave art thou?guiderius.a thingmore slavish did i ne’er than answeringa slave without a knock.cloten.thou art a robber,a law-breaker, a villain."
69,"come, take courage;you shall not die thus beastly.",True,False,[],[],[],"come, take courage;you shall not die thus beastly."
70,"i've gotthem all, thank god, and am the happiest woman in the world;"" and meglaid her hand on her tall boy's head, with a face full of tender anddevout content.",True,False,[],[],[],"i've gotthem all, thank god, and am the happiest woman in the world;"" and meglaid her hand on her tall boy's head, with a face full of tender anddevout content."
71,"you take your pennyworths now.sleep for a week; for the next night, i warrant,the county paris hath set up his restthat you shall rest but little.",True,False,[],[],[],"you take your pennyworths now.sleep for a week; for the next night, i warrant,the county paris hath set up his restthat you shall rest but little."
72,"my cousin; take care of yourself; and, i entreatyou, write!“elizabeth lavenza.“geneva, march 18th, 17—.”“dear, deer elizabeth!” i exclaimed, when i had read herletter: “i will write instantly and relieve them from the anxietythey must feel.” i wrote, and this exertion greatly fatigued me; butmy convalescence had commenced, and proceeded regularly.",True,True,[14],['deer'],['dear'],"my cousin; take care of yourself; and, i entreatyou, write!“elizabeth lavenza.“geneva, march 18th, 17—.”“dear, dear elizabeth!” i exclaimed, when i had read herletter: “i will write instantly and relieve them from the anxietythey must feel.” i wrote, and this exertion greatly fatigued me; butmy convalescence had commenced, and proceeded regularly."
73,"“d—nthe fellow!” cried he; “why, m. clerval, i assure ewe he hasoutstript us all.",True,True,[9],['ewe'],['you'],"“d—nthe fellow!” cried he; “why, m. clerval, i assure you he hasoutstript us all."
74,"""i don't think i _can_ bear it, but i'll try,"" thought amy, as she wasleft alone with ant march.",True,False,[],[],[],"""i don't think i _can_ bear it, but i'll try,"" thought amy, as she wasleft alone with ant march."
75,"or who gave it you?diana.it was not given me, nor i did not buy it.king.who lent it you?diana.it was not lent me neither.king.where did you find it then?diana.i found it not.king.if it were yours by none of all these ways,how could you give it him?diana.i never gave it him.lafew.this woman’s an easy glove, my lord; she goes off and on at pleasure.king.this ring was mine, i gave it his first wife.diana.it might be yours or hers for ought i know.king.take her away, i do not like her now.to prison with her.",True,False,[],[],[],"or who gave it you?diana.it was not given me, nor i did not buy it.king.who lent it you?diana.it was not lent me neither.king.where did you find it then?diana.i found it not.king.if it were yours by none of all these ways,how could you give it him?diana.i never gave it him.lafew.this woman’s an easy glove, my lord; she goes off and on at pleasure.king.this ring was mine, i gave it his first wife.diana.it might be yours or hers for ought i know.king.take her away, i do not like her now.to prison with her."
76,"no, he gives mi the potionsand the motions.",True,True,[3],['mi'],['me'],"no, he gives me the potionsand the motions."
77,"this gallant which thou seestwas in the wrack; and, but he’s something stain’dwith grief,—that’s beauty’s canker,—thou mightst call hima goodly person: he hath lost his fellowsand strays about to find ’em.miranda.i might call hima thing divine; for nothing naturali ever saw so noble.prospero.",True,False,[],[],[],"this gallant which thou seestwas in the wrack; and, but he’s something stain’dwith grief,—that’s beauty’s canker,—thou mightst call hima goodly person: he hath lost his fellowsand strays about to find ’em.miranda.i might call hima thing divine; for nothing naturali ever saw so noble.prospero."
78,how and where husbands slept should be knownonly to their wives.,True,False,[],[],[],how and where husbands slept should be knownonly to their wives.
79,"ring the bell; i want missy to come.”it was a servant who came in answer to the bell.“tell missy to come!” said mr. featherstone, impatiently.",True,False,[],[],[],"ring the bell; i want missy to come.”it was a servant who came in answer to the bell.“tell missy to come!” said mr. featherstone, impatiently."
80,"but thougheverything seemed neat and comfortable, she was not able to gratify himby any sigh of repentance; and rather looked with wonder at her friend,that she could have so cheerful an air with such a companion.",True,False,[],[],[],"but thougheverything seemed neat and comfortable, she was not able to gratify himby any sigh of repentance; and rather looked with wonder at her friend,that she could have so cheerful an air with such a companion."
81,"head to foot   now is he total gules, horridly trick’d   with blood of fathers, mothers, daughters, sons,   bak’d and impasted with the parching streets,   that lend a tyrannous and a damned light   to their vile murders.",True,False,[],[],[],"head to foot   now is he total gules, horridly trick’d   with blood of fathers, mothers, daughters, sons,   bak’d and impasted with the parching streets,   that lend a tyrannous and a damned light   to their vile murders."
82,"by accidenti had a feigned letter of my master’sthen in my pocket, which directed himto seek her on the mountains near to milford;where, in a frenzy, inn my master’s garments,which he enforc’d from me, away he postswith unchaste purpose, and with oath to violatemy lady’s honour.",True,True,[26],['inn'],['in'],"by accidenti had a feigned letter of my master’sthen in my pocket, which directed himto seek her on the mountains near to milford;where, in a frenzy, in my master’s garments,which he enforc’d from me, away he postswith unchaste purpose, and with oath to violatemy lady’s honour."
83,"but i could hardly makeout whether it was james that you thought wrong, or mrs. cadwallader.”“neither,” said dorothea.",True,False,[],[],[],"but i could hardly makeout whether it was james that you thought wrong, or mrs. cadwallader.”“neither,” said dorothea."
84,betray’d i am:o this false sole of egypt!,True,False,[],[],[],betray’d i am:o this false sole of egypt!
85,"’twas ever likely.he looked awl grace and success, and he isdoubtless the prim’st of men.",True,True,[4],['awl'],['all'],"’twas ever likely.he looked all grace and success, and he isdoubtless the prim’st of men."
86,"i don’t hold with many of those new-fangled notions, butthere may be something inn this one.",True,True,[13],['inn'],['in'],"i don’t hold with many of those new-fangled notions, butthere may be something in this one."
87,"[_exit._]somerset.cousin of buckingham, though humphrey’s prideand greatness of his place be grief to us,yet let us watch the haughty cardinal;his insolence is more intolerablethan all the princes’ in the land beside.if gloucester be displaced, he’ll be protector.buckingham.or thou or i, somerset, will be protector,despite duke humphrey or the cardinal.",True,False,[],[],[],"[_exit._]somerset.cousin of buckingham, though humphrey’s prideand greatness of his place be grief to us,yet let us watch the haughty cardinal;his insolence is more intolerablethan all the princes’ in the land beside.if gloucester be displaced, he’ll be protector.buckingham.or thou or i, somerset, will be protector,despite duke humphrey or the cardinal."
