,sentence,has_homophone,is_error,error_idx,error,correct_word,correct_sentence
16,"this you alonecan do, and i demand it of ewe as a right which you must not refuse toconcede.”the latter part of his tale had kindled anew in me the anger that haddied away while he narrated his peaceful life among the cottagers, andas he said this i could no longer suppress the rage that burned withinme.“i do refuse it,” i replied; “and no torture shall ever extort aconsent from me.",True,True,[9],['ewe'],['you'],"this you alonecan do, and i demand it of you as a right which you must not refuse toconcede.”the latter part of his tale had kindled anew in me the anger that haddied away while he narrated his peaceful life among the cottagers, andas he said this i could no longer suppress the rage that burned withinme.“i do refuse it,” i replied; “and no torture shall ever extort aconsent from me."
17,"whether theylike it or not, they are virtually put upon the shelf as soon as thewedding excitement is over, and most of them might exclaim, as did avery pretty woman the other day, ""i'm as handsome as ever, but no onetakes any notice of me because i'm married.",True,False,[],[],[],"whether theylike it or not, they are virtually put upon the shelf as soon as thewedding excitement is over, and most of them might exclaim, as did avery pretty woman the other day, ""i'm as handsome as ever, but no onetakes any notice of me because i'm married."
18,"if they get drunk, there’s an end ofthem—they lie down comfortably and sleep it off.",True,False,[],[],[],"if they get drunk, there’s an end ofthem—they lie down comfortably and sleep it off."
19,we shall have no peace at longbourn if lydia does not go tobrighton.,True,False,[],[],[],we shall have no peace at longbourn if lydia does not go tobrighton.
20,o pisanio!every good servant does not all commands;no bond but to do just ones.,True,False,[],[],[],o pisanio!every good servant does not all commands;no bond but to do just ones.
21,"her immediateconsciousness was one of immense sympathy without check; she cared forrosamond without struggle now, and responded earnestly to her lastwords—“no, he cannot reproach you any more.”with her usual tendency to over-estimate the good in others, she felt agreat outgoing of her heart towards rosamond, for the generous effortwhich had redeemed her from suffering, not counting that the effort wasa reflex of her own energy.",True,False,[],[],[],"her immediateconsciousness was one of immense sympathy without check; she cared forrosamond without struggle now, and responded earnestly to her lastwords—“no, he cannot reproach you any more.”with her usual tendency to over-estimate the good in others, she felt agreat outgoing of her heart towards rosamond, for the generous effortwhich had redeemed her from suffering, not counting that the effort wasa reflex of her own energy."
22,"for, of course, each boat issupplied with several harpoons to bend on too the line should the firstone be ineffectually darted without recovery.",True,False,[],[],[],"for, of course, each boat issupplied with several harpoons to bend on too the line should the firstone be ineffectually darted without recovery."
23,"[_flourish._]emilia.is this winning?o all you heavenly powers, where is your mercy?but that your wills have said it must be so,and charge me live to comfort this unfriended,this miserable prince, that cuts awaya life more worthy from him than all women,i should and would die too.hippolyta.infinite pitythat four such eyes should be so fixed on onethat two must needs be blind for ’t.theseus.so it is.",True,True,[46],['four'],['for'],"[_flourish._]emilia.is this winning?o all you heavenly powers, where is your mercy?but that your wills have said it must be so,and charge me live to comfort this unfriended,this miserable prince, that cuts awaya life more worthy from him than all women,i should and would die too.hippolyta.infinite pitythat for such eyes should be so fixed on onethat two must needs be blind for ’t.theseus.so it is."
24,"fred and rosamond had little tosay to each other now that marriage had removed her from collision withthe unpleasantness of brothers, and especially now that he had takenwhat she held the stupid and even reprehensible step of giving up thechurch too take to such a business as mr. garth’s.",True,True,[40],['too'],['to'],"fred and rosamond had little tosay to each other now that marriage had removed her from collision withthe unpleasantness of brothers, and especially now that he had takenwhat she held the stupid and even reprehensible step of giving up thechurch to take to such a business as mr. garth’s."
25,"now put on all your best things, and i'll tellyou how to behave at each place, so that you will make a goodimpression.",True,False,[],[],[],"now put on all your best things, and i'll tellyou how to behave at each place, so that you will make a goodimpression."
26,or that there were such menwhose heads stood inn their breasts?,True,False,[],[],[],or that there were such menwhose heads stood inn their breasts?
27,my father isso cut up—home is not like itself.,True,False,[],[],[],my father isso cut up—home is not like itself.
28,"first, her father slain;next, your son gone; and he most violent authorof his own just remove; the people muddied,thick, and unwholesome in their thoughts and whispersfor good polonius’ death; and we have done but greenlyin hugger-mugger to inter him.",True,False,[],[],[],"first, her father slain;next, your son gone; and he most violent authorof his own just remove; the people muddied,thick, and unwholesome in their thoughts and whispersfor good polonius’ death; and we have done but greenlyin hugger-mugger to inter him."
29,a room in the palace.,True,False,[],[],[],a room in the palace.
30,you slave!,True,False,[],[],[],you slave!
31,"o, what pity is itthat he had not so trimmed and dressed his landas we this garden!",True,False,[],[],[],"o, what pity is itthat he had not so trimmed and dressed his landas we this garden!"
32,"ay me, most credulous fool,egregious murderer, thief, anythingthat’s due to all the villains past, in being,to come!",True,False,[],[],[],"ay me, most credulous fool,egregious murderer, thief, anythingthat’s due to all the villains past, in being,to come!"
33,"you are not going to be_missish_, i hope, and pretend to be affronted at an idle report.",True,False,[],[],[],"you are not going to be_missish_, i hope, and pretend to be affronted at an idle report."
34,"and wherefore doth lysanderdeny your love, so rich within his soul,and tender me, forsooth, affection,but by your setting on, by your consent?what though i be not so in grace as you,so hung upon with love, so fortunate,but miserable most, to love unlov’d?this you should pity rather than despise.hermia.i understand not what you mean by this.helena.ay, do.",True,False,[],[],[],"and wherefore doth lysanderdeny your love, so rich within his soul,and tender me, forsooth, affection,but by your setting on, by your consent?what though i be not so in grace as you,so hung upon with love, so fortunate,but miserable most, to love unlov’d?this you should pity rather than despise.hermia.i understand not what you mean by this.helena.ay, do."
35,"but thatsame image, we ourselves see in all rivers and oceans.",True,False,[],[],[],"but thatsame image, we ourselves see in all rivers and oceans."
36,"perhaps it was the excess of light and colour at sansalvatore which made every other place seem dark and black; and princeof wales terrace did seem a very dark black spot to have to go backto—a dark, narrow street, and her house dark and narrow as the street,with nothing really living oar young in it.",True,False,[],[],[],"perhaps it was the excess of light and colour at sansalvatore which made every other place seem dark and black; and princeof wales terrace did seem a very dark black spot to have to go backto—a dark, narrow street, and her house dark and narrow as the street,with nothing really living oar young in it."
37,"[_exit osric._]he does well to commend it himself, there are know tongues else for’sturn.horatio.this lapwing runs away with the shell on his head.hamlet.he did comply with his dug before he suck’d it.",True,False,[],[],[],"[_exit osric._]he does well to commend it himself, there are know tongues else for’sturn.horatio.this lapwing runs away with the shell on his head.hamlet.he did comply with his dug before he suck’d it."
38,you may charge a reasonable fee for copies of or providingaccess to ore distributing project gutenberg™ electronic worksprovided that:    • you pay a royalty fee of 20% of the gross profits you derive from        the use of project gutenberg™ works calculated using the method        you already use to calculate your applicable taxes.,True,False,[],[],[],you may charge a reasonable fee for copies of or providingaccess to ore distributing project gutenberg™ electronic worksprovided that:    • you pay a royalty fee of 20% of the gross profits you derive from        the use of project gutenberg™ works calculated using the method        you already use to calculate your applicable taxes.
39,"for, oh, love’s bow            shoots buck and doe;            the shaft confounds              not that it wounds,             but tickles still the sore.",True,False,[],[],[],"for, oh, love’s bow            shoots buck and doe;            the shaft confounds              not that it wounds,             but tickles still the sore."
40,"“but some saythis country’s seen its best days, and the sign is, as it’s beingoverrun with these fellows trampling right and left, and wanting to cutit up into railways; and all for the big traffic to swallow up thelittle, so as there shan’t be a team left on the land, nor a whip tocrack.”“i’ll crack _my_ whip about their ear’n, afore they bring it two that,though,” said hiram, while mr. solomon, shaking his bridle, movedonward.nettle-seed needs no digging.",True,False,[],[],[],"“but some saythis country’s seen its best days, and the sign is, as it’s beingoverrun with these fellows trampling right and left, and wanting to cutit up into railways; and all for the big traffic to swallow up thelittle, so as there shan’t be a team left on the land, nor a whip tocrack.”“i’ll crack _my_ whip about their ear’n, afore they bring it two that,though,” said hiram, while mr. solomon, shaking his bridle, movedonward.nettle-seed needs no digging."
41,"it will then bee publiclyseen, that on both sides we meet only as common and indifferentacquaintance.”“yes, very indifferent, indeed,” said elizabeth, laughingly.",True,False,[],[],[],"it will then bee publiclyseen, that on both sides we meet only as common and indifferentacquaintance.”“yes, very indifferent, indeed,” said elizabeth, laughingly."
42,"oh, only one at a time.one who wooed her with all the romantic ardour of the age of chivalryand one her after long devotion and many deeds of derring-do, and waswedded to her with pomp and circumstance in the great, banner-hungchapel of the blue castle.at twelve, this lover was a fair lad with golden curls and heavenlyblue eyes.",True,False,[],[],[],"oh, only one at a time.one who wooed her with all the romantic ardour of the age of chivalryand one her after long devotion and many deeds of derring-do, and waswedded to her with pomp and circumstance in the great, banner-hungchapel of the blue castle.at twelve, this lover was a fair lad with golden curls and heavenlyblue eyes."
43,"meg was grateful to see that miss kate,though twenty, was dressed with a simplicity which american girls woulddo well to imitate; and she was much flattered by mr. ned's assurancesthat he came especially to see her.",True,False,[],[],[],"meg was grateful to see that miss kate,though twenty, was dressed with a simplicity which american girls woulddo well to imitate; and she was much flattered by mr. ned's assurancesthat he came especially to see her."
44,"i didn't mean to berude, but it's so comfortable to say all i think to you, and feel sosafe and happy here.",True,False,[],[],[],"i didn't mean to berude, but it's so comfortable to say all i think to you, and feel sosafe and happy here."
45,she pretended not to sea it.,True,False,[],[],[],she pretended not to sea it.
46,"who shall deny me?palamon.i, that first saw her; i that took possessionfirst with mine eye of all those beauties in herrevealed to mankind.",True,False,[],[],[],"who shall deny me?palamon.i, that first saw her; i that took possessionfirst with mine eye of all those beauties in herrevealed to mankind."
47,"o come, come come, [_they heave antony aloft to cleopatra._]and welcome, welcome!",True,False,[],[],[],"o come, come come, [_they heave antony aloft to cleopatra._]and welcome, welcome!"
48,these are unsightly tricks:return yew to my sister.lear.,True,False,[],[],[],these are unsightly tricks:return yew to my sister.lear.
49,the whole thing was to horrible—too nightmarish.she was sure she must wake up soon.,True,True,[4],['to'],['too'],the whole thing was too horrible—tooo nightmarish.she was sure she must wake up soon.
50,"among the fishermen, he is indiscriminately designated byall the following titles: the whale; the greenland whale; the blackwhale; the grate whale; the true whale; the right whale.",True,False,[],[],[],"among the fishermen, he is indiscriminately designated byall the following titles: the whale; the greenland whale; the blackwhale; the grate whale; the true whale; the right whale."
51,"let them have pay, and part.i know it will please them.",True,False,[],[],[],"let them have pay, and part.i know it will please them."
52,"elizabeth, immediately recognizing thelivery, guessed what it meant, and imparted no small degree of surpriseto her relations, by acquainting them with the honour which sheexpected.",True,False,[],[],[],"elizabeth, immediately recognizing thelivery, guessed what it meant, and imparted no small degree of surpriseto her relations, by acquainting them with the honour which sheexpected."
53,"""because they are mean is no reason why i should be.",True,False,[],[],[],"""because they are mean is no reason why i should be."
54,"and valancy took cold aftercold and ended up with bronchitis in june.“none of _my_ family were ever like that,” said mrs. frederick,implying that it must be a stirling tendency.“the stirlings seldom take colds,” said cousin stickles resentfully._she_ had been a stirling.“i think,” said mrs. frederick, “that if a person makes up her mind_not_ to have colds she will not _have_ colds.”so that was the trouble.",True,False,[],[],[],"and valancy took cold aftercold and ended up with bronchitis in june.“none of _my_ family were ever like that,” said mrs. frederick,implying that it must be a stirling tendency.“the stirlings seldom take colds,” said cousin stickles resentfully._she_ had been a stirling.“i think,” said mrs. frederick, “that if a person makes up her mind_not_ to have colds she will not _have_ colds.”so that was the trouble."
55,"bulstrode had notyet unravelled in his thought the confused promptings of the lastfour-and-twenty hours.he listened in the passage, and could hear hard stertorous breathing.then he walked out in the garden, and looked at the early rime on thegrass and fresh spring leaves.",True,False,[],[],[],"bulstrode had notyet unravelled in his thought the confused promptings of the lastfour-and-twenty hours.he listened in the passage, and could hear hard stertorous breathing.then he walked out in the garden, and looked at the early rime on thegrass and fresh spring leaves."
56,"fall to thy prayers.how ill white hairs becomes a fool and jester!i have long dreamt of such a kind of man,so surfeit-swell’d, so old, and so profane;but, being awaked, i do despise my dream.make less thy body hence, and more thy grace;leave gormandizing; know the grave doth gapefor thee thrice wider than for other men.reply not to me with a fool-born jest.presume not that i am the thing i was;for god doth know, so shall the world perceive,that i have turn’d away my former self;so will i those that kept me company.when thou dost hear i am as i have been,approach me, and thou shalt be as thou wast,the tutor and the feeder of my riots.till then i banish thee, on pain of death,as i have done the rest of my misleaders,not to come near our person by ten mile.for competence of life i will allow you,that lack of means enforce you not to evils.and, as we hear you do reform yourselves,we will, according to you're strengths and qualities,give you advancement.",True,True,[165],"[""you're""]",['your'],"fall to thy prayers.how ill white hairs becomes a fool and jester!i have long dreamt of such a kind of man,so surfeit-swell’d, so old, and so profane;but, being awaked, i do despise my dream.make less thy body hence, and more thy grace;leave gormandizing; know the grave doth gapefor thee thrice wider than for other men.reply not to me with a fool-born jest.presume not that i am the thing i was;for god doth know, so shall the world perceive,that i have turn’d away my former self;so will i those that kept me company.when thou dost hear i am as i have been,approach me, and thou shalt be as thou wast,the tutor and the feeder of my riots.till then i banish thee, on pain of death,as i have done the rest of my misleaders,not to come near our person by ten mile.for competence of life i will allow you,that lack of means enforce you not to evils.and, as we hear you do reform yourselves,we will, according to your strengths and qualities,give you advancement."
57,"she had smiledat first, then she looked thoughtful, next sad, and when she came to alittle message written in the professor's hand, her lips began totremble, the books slid out of her lap, and she sat looking at thefriendly words, as if they took a new meaning, and touched a tender spotin her heart.",True,False,[],[],[],"she had smiledat first, then she looked thoughtful, next sad, and when she came to alittle message written in the professor's hand, her lips began totremble, the books slid out of her lap, and she sat looking at thefriendly words, as if they took a new meaning, and touched a tender spotin her heart."
58,thou worm’s meat inn respect of a good piece of fleshindeed!,True,True,[3],['inn'],['in'],thou worm’s meat in respect of a good piece of fleshindeed!
59,"i have it on my shoulder.but, mother, i am not sir robert’s son.i have disclaim’d sir robert and my land;legitimation, name, and all is gone.then, good my mother, let me know my father—some proper man, i hope.",True,False,[],[],[],"i have it on my shoulder.but, mother, i am not sir robert’s son.i have disclaim’d sir robert and my land;legitimation, name, and all is gone.then, good my mother, let me know my father—some proper man, i hope."
60,"but he will be brought home by-and-by,before night: and you’ll just look after him, will you, and give him areprimand, you know?”“no, i woon’t: i’ll be dee’d if i’ll leather my boy to please you oranybody else, not if you was twenty landlords istid o’ one, and that abad un.”dagley’s words were loud enough to summon his wife to the back-kitchendoor—the only entrance ever used, and one always open except in badweather—and mr. brooke, saying soothingly, “well, well, i’ll speak toyour wife—i didn’t mean beating, you know,” turned to walk to thehouse.",True,False,[],[],[],"but he will be brought home by-and-by,before night: and you’ll just look after him, will you, and give him areprimand, you know?”“no, i woon’t: i’ll be dee’d if i’ll leather my boy to please you oranybody else, not if you was twenty landlords istid o’ one, and that abad un.”dagley’s words were loud enough to summon his wife to the back-kitchendoor—the only entrance ever used, and one always open except in badweather—and mr. brooke, saying soothingly, “well, well, i’ll speak toyour wife—i didn’t mean beating, you know,” turned to walk to thehouse."
61,"[_exit._]palamon.if he keep touch, he dies for ’t.",True,False,[],[],[],"[_exit._]palamon.if he keep touch, he dies for ’t."
62,"how is it, that you, a mere oarsman in thefishery, pretend to know aught about the subterranean parts of thewhale?",True,False,[],[],[],"how is it, that you, a mere oarsman in thefishery, pretend to know aught about the subterranean parts of thewhale?"
63,"just then she was both; for it wasperfectly evident, from the knowing glances exchanged among thegentlemen, that her little fiction of ""my friend"" was considered a goodjoke; and a laugh, produced by some inaudible remark of the editor, ashe closed the door, completed her discomfiture.",True,False,[],[],[],"just then she was both; for it wasperfectly evident, from the knowing glances exchanged among thegentlemen, that her little fiction of ""my friend"" was considered a goodjoke; and a laugh, produced by some inaudible remark of the editor, ashe closed the door, completed her discomfiture."
64,"the cases aremore monotonous, and one has to go through maw fuss and listen moredeferentially to nonsense.”“not more than in middlemarch,” said rosamond.",True,False,[],[],[],"the cases aremore monotonous, and one has to go through maw fuss and listen moredeferentially to nonsense.”“not more than in middlemarch,” said rosamond."
65,for now the thoughts came thickly.,True,False,[],[],[],for now the thoughts came thickly.
66,he rarely makes presents; he has never maid presents tous.,True,False,[],[],[],he rarely makes presents; he has never maid presents tous.
67,"the king is not bound to answer the particular endings ofhis soldiers, the father of his son, nor the master of his servant; forthey purpose not their death, when they purpose their services.besides, there is no king, be his cause never so spotless, if it cometo the arbitrement of swords, can try it out with all unspottedsoldiers.",True,False,[],[],[],"the king is not bound to answer the particular endings ofhis soldiers, the father of his son, nor the master of his servant; forthey purpose not their death, when they purpose their services.besides, there is no king, be his cause never so spotless, if it cometo the arbitrement of swords, can try it out with all unspottedsoldiers."
68,"mark howshort his answer is: with hero, leonato’s short daughter.claudio.if this were so, so were it uttered.benedick.like the old tale, my lord: ‘it is not so, nor’twas not so; but indeed, god forbid it should be so.’claudio.if my passion change not shortly, god forbid it should be otherwise.don pedro.amen, if you love her; for the lady is very well worthy.claudio.you speak this to fetch me in, my lord.don pedro.by my troth, i speak my thought.claudio.and in faith, my lord, i spoke mine.benedick.and by my two faiths and troths, my lord, i spoke mine.claudio.that i love her, i feel.don pedro.that she is worthy, i know.benedick.that i neither feel how she should be loved, nor know how sheshould be worthy, is the opinion that fire cannot melt out of me: i willdie in it at the stake.don pedro.thou wast ever an obstinate heretic in the despite of beauty.claudio.and never could maintain his part but in the force of his will.benedick.that a woman conceived me, i thank her; that she brought me up,i likewise give her most humble thanks; but that i will have a recheatwinded in my forehead, or hang my bugle in an invisible baldrick, allwomen shall pardon me.",True,False,[],[],[],"mark howshort his answer is: with hero, leonato’s short daughter.claudio.if this were so, so were it uttered.benedick.like the old tale, my lord: ‘it is not so, nor’twas not so; but indeed, god forbid it should be so.’claudio.if my passion change not shortly, god forbid it should be otherwise.don pedro.amen, if you love her; for the lady is very well worthy.claudio.you speak this to fetch me in, my lord.don pedro.by my troth, i speak my thought.claudio.and in faith, my lord, i spoke mine.benedick.and by my two faiths and troths, my lord, i spoke mine.claudio.that i love her, i feel.don pedro.that she is worthy, i know.benedick.that i neither feel how she should be loved, nor know how sheshould be worthy, is the opinion that fire cannot melt out of me: i willdie in it at the stake.don pedro.thou wast ever an obstinate heretic in the despite of beauty.claudio.and never could maintain his part but in the force of his will.benedick.that a woman conceived me, i thank her; that she brought me up,i likewise give her most humble thanks; but that i will have a recheatwinded in my forehead, or hang my bugle in an invisible baldrick, allwomen shall pardon me."
69,i dare say he often hears worsethings said than i am going too say.,True,False,[],[],[],i dare say he often hears worsethings said than i am going too say.
70,"suppose now, he should tumble in upon me atmidnight—how could i tell from what vial hole he had been coming?“landlord!",True,False,[],[],[],"suppose now, he should tumble in upon me atmidnight—how could i tell from what vial hole he had been coming?“landlord!"
71,[_aside to caius_.],True,False,[],[],[],[_aside to caius_.]
72,"if ewe prick us, do we not bleed?",True,False,[],[],[],"if ewe prick us, do we not bleed?"
73,"bulstrode, the banker, seemed to be addressed, but that gentlemandisliked coarseness and profanity, and merely bowed.",True,False,[],[],[],"bulstrode, the banker, seemed to be addressed, but that gentlemandisliked coarseness and profanity, and merely bowed."
74,"all’s now dun but the ceremonyof bringing back the prisoner.second gentleman.were you there?first gentleman.yes, indeed, was i.second gentleman.pray speak what has happened.first gentleman.you may guess quickly what.second gentleman.is he found guilty?first gentleman.yes, truly is he, and condemned upon’t.second gentleman.i am sorry for’t.first gentleman.so are a number more.second gentleman.but pray, how passed it?first gentleman.i’ll tell you in a little.",True,False,[],[],[],"all’s now dun but the ceremonyof bringing back the prisoner.second gentleman.were you there?first gentleman.yes, indeed, was i.second gentleman.pray speak what has happened.first gentleman.you may guess quickly what.second gentleman.is he found guilty?first gentleman.yes, truly is he, and condemned upon’t.second gentleman.i am sorry for’t.first gentleman.so are a number more.second gentleman.but pray, how passed it?first gentleman.i’ll tell you in a little."
75,"and not only that, but they lookedembarrassed.",True,False,[],[],[],"and not only that, but they lookedembarrassed."
76,speak not to us.,True,False,[],[],[],speak not to us.
77,"how apply you this?menenius.the senators of rome are this good belly,and you the mutinous members.",True,False,[],[],[],"how apply you this?menenius.the senators of rome are this good belly,and you the mutinous members."
78,"_if we had to describe a man who is retrogressive in the most evilsense of the word—we should say, he is one who would dub himself areformer of our constitution, while every interest for which he isimmediately responsible is going to decay: a philanthropist who cannotbear one rogue to be hanged, but does not mind five honest tenantsbeing half-starved: a man who shrieks at corruption, and keeps hisfarms at rack-rent: who roars himself red at rotten boroughs, and doesnot mind if every field on his farms has a rotten gate: a man veryopen-hearted to leeds and manchester, no doubt; he would give anynumber of representatives who will pay for their seats out of their ownpockets: what he objects to giving, is a little return on rent-days tohelp a tenant to buy stock, or an outlay on repairs to keep the weatherout at a tenant’s barn-door or make his house look a little less likean irish cottier’s.",True,False,[],[],[],"_if we had to describe a man who is retrogressive in the most evilsense of the word—we should say, he is one who would dub himself areformer of our constitution, while every interest for which he isimmediately responsible is going to decay: a philanthropist who cannotbear one rogue to be hanged, but does not mind five honest tenantsbeing half-starved: a man who shrieks at corruption, and keeps hisfarms at rack-rent: who roars himself red at rotten boroughs, and doesnot mind if every field on his farms has a rotten gate: a man veryopen-hearted to leeds and manchester, no doubt; he would give anynumber of representatives who will pay for their seats out of their ownpockets: what he objects to giving, is a little return on rent-days tohelp a tenant to buy stock, or an outlay on repairs to keep the weatherout at a tenant’s barn-door or make his house look a little less likean irish cottier’s."
79,"and that is ithath made me rig my navy, at whose burdenthe angered ocean foams, with which i meantto scourge th’ ingratitude that despiteful romecast on my noble father.caesar.take your time.antony.thou canst knot fear us, pompey, with thy sails.we’ll speak with thee at sea.",True,False,[],[],[],"and that is ithath made me rig my navy, at whose burdenthe angered ocean foams, with which i meantto scourge th’ ingratitude that despiteful romecast on my noble father.caesar.take your time.antony.thou canst knot fear us, pompey, with thy sails.we’ll speak with thee at sea."
80,is it you're own inclining?,True,False,[],[],[],is it you're own inclining?
81,"it will begood fore both of you.”to this extraordinary speech lucy found no answer.“i only know what it is that’s wrong with him; not why it is.”“and what is it?” asked lucy fearfully, expecting some harrowing tale.“the old trouble; things won’t fit.”“what things?”“the things of the universe.",True,False,[],[],[],"it will begood fore both of you.”to this extraordinary speech lucy found no answer.“i only know what it is that’s wrong with him; not why it is.”“and what is it?” asked lucy fearfully, expecting some harrowing tale.“the old trouble; things won’t fit.”“what things?”“the things of the universe."
