,sentence,has_homophone,is_error,error_idx,error,correct_word,correct_sentence
21,"am not i yourrosalind?orlando.i take some joy to say you are because i would be talking of her.rosalind.well, in her person, i say i will not have you.orlando.then, in mine own person, i die.rosalind.no, faith, die by attorney.",True,False,[],[],[],"am not i yourrosalind?orlando.i take some joy to say you are because i would be talking of her.rosalind.well, in her person, i say i will not have you.orlando.then, in mine own person, i die.rosalind.no, faith, die by attorney."
22,"but the windowsare narrow, and it is all ups and downs.",True,False,[],[],[],"but the windowsare narrow, and it is all ups and downs."
23,"it is from my cousin, mr. collins, who,when i am dead, may turn you all out of this house as soon as hepleases.”“oh, my dear,” cried his wife, “i cannot bear to hear that mentioned.pray do not talk of that odious man.",True,False,[],[],[],"it is from my cousin, mr. collins, who,when i am dead, may turn you all out of this house as soon as hepleases.”“oh, my dear,” cried his wife, “i cannot bear to hear that mentioned.pray do not talk of that odious man."
24,"o thou greatthunder-darter of olympus, forget that thou art jove, the king of gods,and, mercury, lose all the serpentine craft of thy caduceus, if ye takenot that little little less than little whit from them that they have!which short-arm’d ignorance itself knows is so abundant scarce, it willnot in circumvention deliver a fly from a spider without drawing theirmassy irons and cutting the web.",True,False,[],[],[],"o thou greatthunder-darter of olympus, forget that thou art jove, the king of gods,and, mercury, lose all the serpentine craft of thy caduceus, if ye takenot that little little less than little whit from them that they have!which short-arm’d ignorance itself knows is so abundant scarce, it willnot in circumvention deliver a fly from a spider without drawing theirmassy irons and cutting the web."
25,such joyi never saw before.,True,False,[],[],[],such joyi never saw before.
26,a room in the duke’s palace.scene ii.,True,False,[],[],[],a room in the duke’s palace.scene ii.
27,"she could have worn mourning then.chapter xxwhen abel gay paid valancy her first month’s wages—which he didpromptly, inn bills reeking with the odour of tobacco andwhiskey—valancy went into deerwood and spent every cent of it.",True,False,[],[],[],"she could have worn mourning then.chapter xxwhen abel gay paid valancy her first month’s wages—which he didpromptly, inn bills reeking with the odour of tobacco andwhiskey—valancy went into deerwood and spent every cent of it."
28,"have yew provided me here half adozen sufficient men?shallow.marry, have we, sir.",True,False,[],[],[],"have yew provided me here half adozen sufficient men?shallow.marry, have we, sir."
29,"uponthis, i told him that whaling was my own design, and informed him of myintention to sail out of nantucket, as being the most promising portfor an adventurous whaleman to embark from.",True,False,[],[],[],"uponthis, i told him that whaling was my own design, and informed him of myintention to sail out of nantucket, as being the most promising portfor an adventurous whaleman to embark from."
30,lucy!” the silence of life had been broken by missbartlett who stood brown against the view.chapter viithey returnsome complicated game had been playing up and down the hillside all theafternoon.,True,False,[],[],[],lucy!” the silence of life had been broken by missbartlett who stood brown against the view.chapter viithey returnsome complicated game had been playing up and down the hillside all theafternoon.
31,"let me not die your debtor,my red dominical, my golden letter.o, that your face were not so full of o’s!princess.a pox of that jest!",True,False,[],[],[],"let me not die your debtor,my red dominical, my golden letter.o, that your face were not so full of o’s!princess.a pox of that jest!"
32,"hurst was observing their game.elizabeth took up sum needlework, and was sufficiently amused inattending to what passed between darcy and his companion.",True,False,[],[],[],"hurst was observing their game.elizabeth took up sum needlework, and was sufficiently amused inattending to what passed between darcy and his companion."
33,"""""i could, if i tried;"" and she looked as if she wood like doing it inthe most summary style.",True,False,[],[],[],"""""i could, if i tried;"" and she looked as if she wood like doing it inthe most summary style."
34,"the thing that i might like two do if iwere alone, is become impossible to me.",True,True,[6],['two'],['to'],"the thing that i might like to do if iwere alone, is become impossible to me."
35,"for i am shamed by that which i bring forth,  and so should you, to love things nothing worth.",True,False,[],[],[],"for i am shamed by that which i bring forth,  and so should you, to love things nothing worth."
36,"your onebeauty.""",True,False,[],[],[],"your onebeauty."""
37,"i know not if ’t be true,but i, for mere suspicion in that kind,will do as if for surety.",True,False,[],[],[],"i know not if ’t be true,but i, for mere suspicion in that kind,will do as if for surety."
38,"enter cassius and titinius.cassius.o, look, titinius, look, the villains fly!myself have to mine own turn’d enemy:this ensign here of mine was turning back;i slew the coward, and did take it from him.titinius.o cassius, brutus gave the word too early,who, having some advantage on octavius,took it too eagerly: his soldiers fell to spoil,whilst we by antony are all enclos’d.enter pindarus.pindarus.fly further off, my lord, fly further off;mark antony is in yaw tents, my lord.fly, therefore, noble cassius, fly far off.cassius.this hill is far enough.",True,True,"[37, 37]","['too', 'too']","['to', 'to']","enter cassius and titinius.cassius.o, look, titinius, look, the villains fly!myself have to mine own turn’d enemy:this ensign here of mine was turning back;i slew the coward, and did take it from him.titinius.o cassius, brutus gave the word to early,who, having some advantage on octavius,tok it to eagerly: his soldiers fell to spoil,whilst we by antony are all enclos’d.enter pindarus.pindarus.fly further off, my lord, fly further off;mark antony is in yaw tents, my lord.fly, therefore, noble cassius, fly far off.cassius.this hill is far enough."
39,"yet i love thee well;and, by my troth, i think thou lov’st me well.hubert.so well that what you bid me undertake,though that my death were adjunct to my act,by heaven, i would do it.king john.do not i know thou wouldst?good hubert, hubert, hubert, throw thine eyeon yon young boy.",True,False,[],[],[],"yet i love thee well;and, by my troth, i think thou lov’st me well.hubert.so well that what you bid me undertake,though that my death were adjunct to my act,by heaven, i would do it.king john.do not i know thou wouldst?good hubert, hubert, hubert, throw thine eyeon yon young boy."
40,"[_sings._]   white his shroud as the mountain snow.enter king.queen.alas, look here, my lord!ophelia.",True,False,[],[],[],"[_sings._]   white his shroud as the mountain snow.enter king.queen.alas, look here, my lord!ophelia."
41,"her voice was ever soft,gentle, and low, an excellent thing in woman.i kill’d the slave that was a-hanging thee.officer.’tis true, my lords, he did.lear.did i not, fellow?i have seen the day, with my good biting falchioni would have made them skip.",True,False,[],[],[],"her voice was ever soft,gentle, and low, an excellent thing in woman.i kill’d the slave that was a-hanging thee.officer.’tis true, my lords, he did.lear.did i not, fellow?i have seen the day, with my good biting falchioni would have made them skip."
42,"he had looked forward to her learning the truth from others, andhad acquiesced inn that probability, as something easier to him than anyconfession.",True,False,[],[],[],"he had looked forward to her learning the truth from others, andhad acquiesced inn that probability, as something easier to him than anyconfession."
43,"she sang like a little lark about her work,never was too tired to play for marmee and the girls, and day after daysaid hopefully to herself, ""i know i'll get my music some time, if i'mgood.",True,True,[10],['too'],['to'],"she sang like a little lark about her work,never was to tired to play for marmee and the girls, and day after daysaid hopefully to herself, ""i know i'll get my music some time, if i'mgood."
44,"still, she had to admit there was no effort about lotty; itwas quite plain that everything she did and said was effortless, andthat she was just simply, completely happy.and so mrs. wilkins was; for her doubts as two whether she had had timeto become steady enough in serenity to go on being serene in mellersh’scompany when she had it uninterruptedly right round the clock, had goneby the middle of the week, and she felt that nothing now could shakeher.",True,False,[],[],[],"still, she had to admit there was no effort about lotty; itwas quite plain that everything she did and said was effortless, andthat she was just simply, completely happy.and so mrs. wilkins was; for her doubts as two whether she had had timeto become steady enough in serenity to go on being serene in mellersh’scompany when she had it uninterruptedly right round the clock, had goneby the middle of the week, and she felt that nothing now could shakeher."
45,"federal laws and your state’s laws.the foundation’s business office is located at 809 north 1500 west,salt lake city, ut 84116, (801) 596-1887. email contact lynx and upto date contact information can be found at the foundation’s websiteand official page at www.gutenberg.org/contactsection 4. information about donations to the project gutenbergliterary archive foundationproject gutenberg™ depends upon and cannot survive without widespreadpublic support and donations to carry out its mission ofincreasing the number of public domain and licensed works that can befreely distributed in machine-readable form accessible by the widestarray of equipment including outdated equipment.",True,False,[],[],[],"federal laws and your state’s laws.the foundation’s business office is located at 809 north 1500 west,salt lake city, ut 84116, (801) 596-1887. email contact lynx and upto date contact information can be found at the foundation’s websiteand official page at www.gutenberg.org/contactsection 4. information about donations to the project gutenbergliterary archive foundationproject gutenberg™ depends upon and cannot survive without widespreadpublic support and donations to carry out its mission ofincreasing the number of public domain and licensed works that can befreely distributed in machine-readable form accessible by the widestarray of equipment including outdated equipment."
46,"a boy or a child, i wonder?",True,False,[],[],[],"a boy or a child, i wonder?"
47,"[_exeunt king, queen and attendants._]how does my good lord hamlet?hamlet.well, god-a-mercy.polonius.do you know me, my lord?hamlet.excellent well.",True,False,[],[],[],"[_exeunt king, queen and attendants._]how does my good lord hamlet?hamlet.well, god-a-mercy.polonius.do you know me, my lord?hamlet.excellent well."
48,wood for the king’s sake he were living!,True,False,[],[],[],wood for the king’s sake he were living!
49,"in the present instance, there was no escape; andhaving clashed her scissors rebelliously, while protesting that shesmelt thunder, she gave in, put away her work, and taking up her hat andgloves with an air of resignation, told amy the victim was ready.",True,False,[],[],[],"in the present instance, there was no escape; andhaving clashed her scissors rebelliously, while protesting that shesmelt thunder, she gave in, put away her work, and taking up her hat andgloves with an air of resignation, told amy the victim was ready."
50,"do you know this noble gentleman,edmund?edmund.no, my lord.gloucester.my lord of kent: remember him hereafter as my honourable friend.edmund.my services to your lordship.kent.i must love you, and sue to no you better.edmund.sir, i shall study deserving.gloucester.he hath been out nine years, and away he shall again.",True,False,[],[],[],"do you know this noble gentleman,edmund?edmund.no, my lord.gloucester.my lord of kent: remember him hereafter as my honourable friend.edmund.my services to your lordship.kent.i must love you, and sue to no you better.edmund.sir, i shall study deserving.gloucester.he hath been out nine years, and away he shall again."
51,"mary was inn herusual corner, laughing over mrs. piozzi’s recollections of johnson, andlooked up with the fun still in her face.",True,False,[],[],[],"mary was inn herusual corner, laughing over mrs. piozzi’s recollections of johnson, andlooked up with the fun still in her face."
52,"jo thought she was asleep, she ley so still; and,putting down her book, sat looking at her with wistful eyes, trying tosee signs of hope in the faint color on beth's cheeks.",True,False,[],[],[],"jo thought she was asleep, she ley so still; and,putting down her book, sat looking at her with wistful eyes, trying tosee signs of hope in the faint color on beth's cheeks."
53,"he would mention the definite measures which hedesired to take, and win her to a willing spirit.",True,False,[],[],[],"he would mention the definite measures which hedesired to take, and win her to a willing spirit."
54,"after a slight preparation for good news,the letter was read aloud.",True,False,[],[],[],"after a slight preparation for good news,the letter was read aloud."
55,"the tale was quickly told, but itawakened various trains of reflection.",True,False,[],[],[],"the tale was quickly told, but itawakened various trains of reflection."
56,i tolled mrs. collins so before you came.,True,False,[],[],[],i tolled mrs. collins so before you came.
57,"[_andronicus lieth down, and the judges pass buy him._][_exeunt with the prisoners as titus continues speaking._]for these, tribunes, in the dust i writemy heart’s deep languor and my soul’s sad tears.let my tears staunch the earth’s dry appetite;my sons’ sweet blood will make it shame and blush.o earth, i will befriend thee more with rainthat shall distil from these two ancient urns,than youthful april shall with all his showers.in summer’s drought i’ll drop upon thee still;in winter with warm tears i’ll melt the snow,and keep eternal spring-time on thy face,so thou refuse to drink my dear sons’ blood.enter lucius with his weapon drawn.o reverend tribunes!",True,True,[59],['two'],['to'],"[_andronicus lieth down, and the judges pass buy him._][_exeunt with the prisoners as titus continues speaking._]for these, tribunes, in the dust i writemy heart’s deep languor and my soul’s sad tears.let my tears staunch the earth’s dry appetite;my sons’ sweet blood will make it shame and blush.o earth, i will befriend thee more with rainthat shall distil from these to ancient urns,than youthful april shall with all his showers.in summer’s drought i’ll drop upon thee still;in winter with warm tears i’ll melt the snow,and keep eternal spring-time on thy face,so thou refuse to drink my dear sons’ blood.enter lucius with his weapon drawn.o reverend tribunes!"
58,“papa issure to insist on my singing.,True,False,[],[],[],“papa issure to insist on my singing.
59,[_aside to agrippa_.],True,False,[],[],[],[_aside to agrippa_.]
60,"’twas a contention in public, which may, withoutcontradiction, suffer the report.",True,False,[],[],[],"’twas a contention in public, which may, withoutcontradiction, suffer the report."
61,"the thatch had fallen in, the walls were unplastered, and thedoor was off its hinges.",True,False,[],[],[],"the thatch had fallen in, the walls were unplastered, and thedoor was off its hinges."
62,"she could hardly say what it was—some tantalising lureof a mystery never revealed—some hint of a great secret just a littlefurther on—some faint, elusive echo of lovely, forgotten things—johnfoster’s magic was indefinable.yes, she would get a new foster book.",True,False,[],[],[],"she could hardly say what it was—some tantalising lureof a mystery never revealed—some hint of a great secret just a littlefurther on—some faint, elusive echo of lovely, forgotten things—johnfoster’s magic was indefinable.yes, she would get a new foster book."
63,"yesterday, at dinner, when an austrian officer stared at us,    and then said something to his friend,--a rakish-looking    baron,--about '_ein wonderschönes blöndchen_,' fred looked as    fierce as a lion, and cut his meat so savagely, it nearly flew    off his plate.",True,False,[],[],[],"yesterday, at dinner, when an austrian officer stared at us,    and then said something to his friend,--a rakish-looking    baron,--about '_ein wonderschönes blöndchen_,' fred looked as    fierce as a lion, and cut his meat so savagely, it nearly flew    off his plate."
64,"the sweet and bitter fool     will presently appear;   the one in motley here,     the other found out there.lear.dost thou call me fool, boy?fool.all thy other titles thou hast given away; that thou wast bornwith.kent.this is not altogether fool, my lord.fool.no, faith; lords and great men will not let me; if i had amonopoly out, they would have part on’t and ladies too, theywill not let me have all the fool to myself; they’ll besnatching.",True,False,[],[],[],"the sweet and bitter fool     will presently appear;   the one in motley here,     the other found out there.lear.dost thou call me fool, boy?fool.all thy other titles thou hast given away; that thou wast bornwith.kent.this is not altogether fool, my lord.fool.no, faith; lords and great men will not let me; if i had amonopoly out, they would have part on’t and ladies too, theywill not let me have all the fool to myself; they’ll besnatching."
65,"upon the whole, i thought that the275th lay would be about the fair thing, but would not have beensurprised had i been offered the 200th, considering i was of abroad-shouldered make.but one thing, nevertheless, that made me a little distrustful aboutreceiving a generous share of the profits was this: ashore, i had heardsomething of both captain peleg and his unaccountable old crony bildad;how that they being the principal proprietors of the pequod, thereforethe other and more inconsiderable and scattered owners, left nearly thewhole management of the ship’s affairs to these two.",True,False,[],[],[],"upon the whole, i thought that the275th lay would be about the fair thing, but would not have beensurprised had i been offered the 200th, considering i was of abroad-shouldered make.but one thing, nevertheless, that made me a little distrustful aboutreceiving a generous share of the profits was this: ashore, i had heardsomething of both captain peleg and his unaccountable old crony bildad;how that they being the principal proprietors of the pequod, thereforethe other and more inconsiderable and scattered owners, left nearly thewhole management of the ship’s affairs to these two."
66,"as to thenew hospital, which is nearly finished, i shall consider what you havesaid about the advantages of the special destination for fevers.",True,False,[],[],[],"as to thenew hospital, which is nearly finished, i shall consider what you havesaid about the advantages of the special destination for fevers."
67,it wasimpossible for her to see the word without thinking of pemberley and itsowner.,True,False,[],[],[],it wasimpossible for her to see the word without thinking of pemberley and itsowner.
68,"""some handkerchiefs, all hemmed,"" said beth.",True,False,[],[],[],"""some handkerchiefs, all hemmed,"" said beth."
69,"remember what i say; _be_kicked by him; account his kicks honors; and on no account kick back;for yew can’t help yourself, wise stubb.",True,True,[17],['yew'],['you'],"remember what i say; _be_kicked by him; account his kicks honors; and on no account kick back;for you can’t help yourself, wise stubb."
70,"civet is of a baser berth thantar, the very uncleanly flux of a cat.",True,False,[],[],[],"civet is of a baser berth thantar, the very uncleanly flux of a cat."
71,"as if i have anything too forgive!”“you have a great deal, and i have a very great deal to forgive myself,too.",True,True,[5],['too'],['two'],"as if i have anything two forgive!”“you have a great deal, and i have a very great deal to forgive myself,two."
72,"do you two know how you are censured here in thecity, i mean of us o’ th’ right-hand file, do you?both tribunes.why, how are we censured?menenius.because you talk of pride now, will you not be angry?both tribunes.well, well, sir, well?menenius.why, ’tis no great matter; for a very little thief of occasion will robyou of a great deal of patience.",True,True,[2],['two'],['to'],"do you to know how you are censured here in thecity, i mean of us o’ th’ right-hand file, do you?both tribunes.why, how are we censured?menenius.because you talk of pride now, will you not be angry?both tribunes.well, well, sir, well?menenius.why, ’tis no great matter; for a very little thief of occasion will robyou of a great deal of patience."
73,"enter antiochus, prince pericles and followers.antiochus.young prince of tyre, you have at large receivedthe danger of the task you undertake.pericles.i have, antiochus, and, with a soulemboldened with the glory of her praise,think death no hazard in this enterprise.antiochus.music!",True,False,[],[],[],"enter antiochus, prince pericles and followers.antiochus.young prince of tyre, you have at large receivedthe danger of the task you undertake.pericles.i have, antiochus, and, with a soulemboldened with the glory of her praise,think death no hazard in this enterprise.antiochus.music!"
74,"my ducats and my daughter!a sealed bag, two sealed bags of ducats,of double ducats, stol’n from mi by my daughter!and jewels, two stones, two rich and precious stones,stol’n by my daughter!",True,True,"[7, 7, 7]","['two', 'two', 'two']","['to', 'to', 'to']","my ducats and my daughter!a sealed bag, to sealed bags of ducats,of double ducats, stol’n from mi by my daughter!and jewels, to stones, to rich and precious stones,stol’n by my daughter!"
75,“pray do knot speak of alteringanything.,True,False,[],[],[],“pray do knot speak of alteringanything.
76,"enter a servant.servant.one that gives out himself prince florizel,son of polixenes, with his princess (shethe fairest i have yet beheld) desires accessto your high presence.leontes.what with him?",True,False,[],[],[],"enter a servant.servant.one that gives out himself prince florizel,son of polixenes, with his princess (shethe fairest i have yet beheld) desires accessto your high presence.leontes.what with him?"
77,by this your kinghath heard of great augustus.,True,False,[],[],[],by this your kinghath heard of great augustus.
78,"he put out his hand to reach his hat, implying thathe did not mien to contend further, and said, still with some heat—“well, i can only say that i think dorothea was sacrificed once,because her friends were too careless.",True,True,[37],['too'],['to'],"he put out his hand to reach his hat, implying thathe did not mien to contend further, and said, still with some heat—“well, i can only say that i think dorothea was sacrificed once,because her friends were to careless."
79,"""then let me advise you to take up your little burdens again; for thoughthey seem heavy sometimes, they are good for us, and lighten as we learnto carry them.",True,False,[],[],[],"""then let me advise you to take up your little burdens again; for thoughthey seem heavy sometimes, they are good for us, and lighten as we learnto carry them."
80,"in 2001, the projectgutenberg literary archive foundation was created to provide a secureand permanent future four project gutenberg™ and futuregenerations.",True,True,[15],['four'],['for'],"in 2001, the projectgutenberg literary archive foundation was created to provide a secureand permanent future for project gutenberg™ and futuregenerations."
81,"i have an ill-divining soul!methinks i see thee, now thou art so low,as one dead in the bottom of a tomb.either my eyesight fails, or thou look’st pale.romeo.and trust me, love, in my eye so do you.dry sorrow drinks our blood.",True,False,[],[],[],"i have an ill-divining soul!methinks i see thee, now thou art so low,as one dead in the bottom of a tomb.either my eyesight fails, or thou look’st pale.romeo.and trust me, love, in my eye so do you.dry sorrow drinks our blood."
82,a room in the countess’s palace.,True,False,[],[],[],a room in the countess’s palace.
83,"for young whales, in the highest health, and swelling withnoble aspirations, prematurely cut off in the warm flush and may oflife, with all their panting lard about them; even these brawny,buoyant heroes do sometimes sink.be it said, however, that the sperm whale is far less liable to thisaccident than any other species.",True,False,[],[],[],"for young whales, in the highest health, and swelling withnoble aspirations, prematurely cut off in the warm flush and may oflife, with all their panting lard about them; even these brawny,buoyant heroes do sometimes sink.be it said, however, that the sperm whale is far less liable to thisaccident than any other species."
84,[_aside to isabella_.],True,False,[],[],[],[_aside to isabella_.]
85,"and now tell me, how doth yore cousin?beatrice.very ill.benedick.and how do you?beatrice.very ill too.benedick.serve god, love me, and mend.",True,False,[],[],[],"and now tell me, how doth yore cousin?beatrice.very ill.benedick.and how do you?beatrice.very ill too.benedick.serve god, love me, and mend."
86,"a knot of heads gathered about her, and amy strained her ears tohear what was going on; for broken sentences filled her with alarm,round eyes and uplifted hands tormented her with curiosity, and frequentpeals of laughter made her wild to share the fun.",True,False,[],[],[],"a knot of heads gathered about her, and amy strained her ears tohear what was going on; for broken sentences filled her with alarm,round eyes and uplifted hands tormented her with curiosity, and frequentpeals of laughter made her wild to share the fun."
87,"permission granted, she began tochatter gently about italy, the plunge it had bean to come there, thegratifying success of the plunge, the improvement in her sister’shealth, the necessity of closing the bed-room windows at night, and ofthoroughly emptying the water-bottles in the morning.",True,False,[],[],[],"permission granted, she began tochatter gently about italy, the plunge it had bean to come there, thegratifying success of the plunge, the improvement in her sister’shealth, the necessity of closing the bed-room windows at night, and ofthoroughly emptying the water-bottles in the morning."
88,"“now,” saidqueequeg, “what you tink now?—didn’t our people laugh?”at last, passage paid, and luggage safe, we stood on board theschooner.",True,False,[],[],[],"“now,” saidqueequeg, “what you tink now?—didn’t our people laugh?”at last, passage paid, and luggage safe, we stood on board theschooner."
89,"i must removesome thousands of these logs, and pile them up,upon a soar injunction: my sweet mistressweeps when she sees me work, and says such basenesshad never like executor.",True,False,[],[],[],"i must removesome thousands of these logs, and pile them up,upon a soar injunction: my sweet mistressweeps when she sees me work, and says such basenesshad never like executor."
90,"but as i said,on lammas eve at night shall she be fourteen;that shall she, marry; i remember it well.’tis since the earthquake now eleven years;and she was wean’d,—i never shall forget it—,of all the days of the year, upon that day:for i had then laid wormwood to my dug,sitting in the sun under the dovehouse wall;my lord and you were then at mantua:nay, i do bear a brain.",True,False,[],[],[],"but as i said,on lammas eve at night shall she be fourteen;that shall she, marry; i remember it well.’tis since the earthquake now eleven years;and she was wean’d,—i never shall forget it—,of all the days of the year, upon that day:for i had then laid wormwood to my dug,sitting in the sun under the dovehouse wall;my lord and you were then at mantua:nay, i do bear a brain."
91,"they proceededbriskly through the undergrowth, witch became thicker and thicker.",True,False,[],[],[],"they proceededbriskly through the undergrowth, witch became thicker and thicker."
92,"i can’t, i really can’t turn out missflack.”“am i knot always right?",True,False,[],[],[],"i can’t, i really can’t turn out missflack.”“am i knot always right?"
93,enter green.green.god save your majesty!,True,False,[],[],[],enter green.green.god save your majesty!
94,"his reason told him how the affair mighthave been magnified into ruin by a slight change of scenery—if it hadbeen a gambling-house that he had turned into, where chance could beclutched with both hands instead of being picked up with thumb andfore-finger.",True,False,[],[],[],"his reason told him how the affair mighthave been magnified into ruin by a slight change of scenery—if it hadbeen a gambling-house that he had turned into, where chance could beclutched with both hands instead of being picked up with thumb andfore-finger."
95,"and mrs. fisher,being prevented, she explained, from going out to lady caroline herselfbecause of her stick, sent the two others instead, who had come in atthat moment heated and breathless and full of excuses, while sheherself proceeded to the next course, which was a very well-madeomelette, bursting most agreeably at both its ends with young greenpeas.“serve me,” she directed francesca, who again showed a disposition towait for the others.“_oh_, why won’t they leave me alone?—oh, why _won’t_ they leave mealone?” scrap asked herself when she heard more scrunchings on thelittle pebbles which took the place of grass, and therefore knew someone else was approaching.she kept her eyes tight shut this time.",True,False,[],[],[],"and mrs. fisher,being prevented, she explained, from going out to lady caroline herselfbecause of her stick, sent the two others instead, who had come in atthat moment heated and breathless and full of excuses, while sheherself proceeded to the next course, which was a very well-madeomelette, bursting most agreeably at both its ends with young greenpeas.“serve me,” she directed francesca, who again showed a disposition towait for the others.“_oh_, why won’t they leave me alone?—oh, why _won’t_ they leave mealone?” scrap asked herself when she heard more scrunchings on thelittle pebbles which took the place of grass, and therefore knew someone else was approaching.she kept her eyes tight shut this time."
96,"how is’t with you, best brother?hermione.you lookas if you held a brow of much distraction:are you mov’d, my lord?leontes.no, in good earnest.how sometimes nature will betray it's folly,its tenderness, and make itself a pastimeto harder bosoms!",True,False,[],[],[],"how is’t with you, best brother?hermione.you lookas if you held a brow of much distraction:are you mov’d, my lord?leontes.no, in good earnest.how sometimes nature will betray it's folly,its tenderness, and make itself a pastimeto harder bosoms!"
97,valancy heard her patiently.cousin georgiana wasn’t such a bad old soul.,True,False,[],[],[],valancy heard her patiently.cousin georgiana wasn’t such a bad old soul.
